,ID,Actual_pd_train,Predict_pd_train,Predict_Probability_train
55182,55183,0,0,0.17387767
110026,110027,0,0,0.13155657
138250,138251,0,0,0.15985724
8480,8481,0,0,0.049297508
145459,145460,1,0,0.41102389
12800,12801,0,0,0.051931206
45199,45200,0,0,0.10581798
97319,97320,1,0,0.29586986
127014,127015,0,0,0.07418536
24465,24466,0,0,0.09910864
149522,149523,0,0,0.088467106
117032,117033,0,0,0.06110055
72332,72333,0,1,0.5120061
115360,115361,0,0,0.063594304
78650,78651,0,0,0.093633115
78278,78279,0,0,0.06047839
80539,80540,0,0,0.07247505
115968,115969,0,0,0.061490003
65165,65166,0,0,0.048457183
19160,19161,0,0,0.06066209
7541,7542,1,0,0.47216618
68144,68145,0,0,0.06622284
70902,70903,0,0,0.113969535
88340,88341,0,0,0.05308659
133286,133287,0,0,0.05028096
114368,114369,0,0,0.051708102
8291,8292,0,0,0.04917624
19367,19368,0,0,0.0727544
131483,131484,0,0,0.080102324
2639,2640,0,0,0.10371434
72659,72660,0,0,0.057769675
179,180,1,0,0.1172469
133539,133540,0,0,0.06402723
53908,53909,0,0,0.10927806
37185,37186,0,0,0.058814
113940,113941,1,1,0.5167902
65334,65335,0,0,0.054350983
145654,145655,1,0,0.09921419
58061,58062,0,0,0.05553687
19633,19634,0,0,0.04839778
20408,20409,0,0,0.07260164
97547,97548,0,0,0.048078872
68047,68048,0,0,0.13095011
131834,131835,0,0,0.056527775
91274,91275,0,0,0.05340263
91680,91681,0,0,0.07644659
23641,23642,0,0,0.14208779
75948,75949,0,0,0.054189403
83175,83176,0,0,0.07549663
121928,121929,0,0,0.06700125
112748,112749,0,0,0.055061657
144435,144436,0,0,0.075040415
103852,103853,0,0,0.07506484
87940,87941,1,0,0.1382052
11370,11371,0,0,0.076996274
4709,4710,0,0,0.073937155
32552,32553,0,0,0.056944754
113997,113998,0,0,0.088900365
31535,31536,0,0,0.07301096
99156,99157,0,0,0.14236549
117368,117369,0,0,0.051170062
99908,99909,0,0,0.065492
48012,48013,0,0,0.051153548
95699,95700,0,0,0.06253783
119466,119467,0,0,0.05908898
103557,103558,0,0,0.10480343
70985,70986,0,0,0.08920706
62470,62471,0,0,0.058757026
19944,19945,1,0,0.070788644
95564,95565,0,0,0.23051651
7658,7659,0,0,0.058826867
107002,107003,0,0,0.06377685
126148,126149,0,0,0.06177494
66721,66722,0,0,0.04933505
19920,19921,0,0,0.0808594
31094,31095,0,0,0.071059145
75486,75487,0,0,0.05337959
19363,19364,0,0,0.04869054
21261,21262,0,0,0.087434985
30086,30087,0,0,0.07695061
86486,86487,0,0,0.051440656
73283,73284,0,0,0.1365327
22031,22032,0,0,0.100543104
120801,120802,0,0,0.07009936
120146,120147,0,0,0.07659995
134383,134384,0,0,0.0810429
41892,41893,0,0,0.05847895
123974,123975,0,0,0.054779556
39441,39442,1,0,0.13305333
14188,14189,0,0,0.07559992
98042,98043,0,0,0.07406199
86132,86133,0,0,0.07901018
67121,67122,0,0,0.061752412
29473,29474,0,0,0.17048398
41403,41404,0,0,0.060419776
122649,122650,0,0,0.060295172
94446,94447,0,0,0.049981862
42556,42557,1,0,0.15947951
149565,149566,0,0,0.06085929
77971,77972,0,0,0.0618438
25421,25422,0,0,0.048890304
37220,37221,0,0,0.066936515
69111,69112,0,0,0.06975265
136269,136270,0,0,0.052636117
53544,53545,1,0,0.3258986
48098,48099,0,0,0.11688829
123744,123745,0,0,0.05701014
135964,135965,0,0,0.06841539
14602,14603,0,0,0.059644096
140745,140746,0,0,0.06862119
25513,25514,0,0,0.33880132
81164,81165,0,0,0.056836624
92137,92138,0,0,0.067984685
78468,78469,0,0,0.06684453
108032,108033,0,0,0.116295174
39770,39771,0,0,0.052349824
20132,20133,0,0,0.064999424
18154,18155,0,0,0.12644209
57883,57884,0,0,0.0625056
63499,63500,0,0,0.061643187
29847,29848,0,0,0.06384378
144211,144212,1,0,0.29216954
63136,63137,0,0,0.079953
16906,16907,0,0,0.05482231
102029,102030,0,1,0.5663232
16894,16895,0,0,0.053353768
117094,117095,0,0,0.12103797
136388,136389,0,0,0.38253692
44299,44300,0,0,0.29837358
16831,16832,0,0,0.24936362
38033,38034,0,0,0.04988388
127701,127702,0,0,0.055113453
127632,127633,0,0,0.07390283
99376,99377,0,0,0.05877054
115568,115569,0,0,0.0496451
63085,63086,0,0,0.048630938
34445,34446,0,0,0.2082248
84370,84371,0,0,0.05509281
62003,62004,0,0,0.052292123
55021,55022,0,0,0.08859059
120542,120543,0,0,0.067699514
130383,130384,0,0,0.07666049
140373,140374,0,0,0.08671078
39449,39450,0,0,0.05135077
22375,22376,0,0,0.14999272
77531,77532,0,0,0.10113417
103911,103912,0,0,0.057845887
141327,141328,0,0,0.048520036
1339,1340,1,0,0.084379256
95573,95574,0,0,0.14917777
30406,30407,0,0,0.05756188
146016,146017,0,0,0.115014106
73857,73858,0,0,0.08581
130699,130700,0,0,0.095316485
48025,48026,0,0,0.07603753
149399,149400,0,0,0.11711157
55534,55535,0,0,0.31895122
97367,97368,0,0,0.30857232
79142,79143,0,0,0.050882768
73909,73910,1,0,0.1724623
15567,15568,0,0,0.2643964
42484,42485,0,0,0.074429244
37848,37849,0,0,0.05820524
99893,99894,0,0,0.08451631
127505,127506,0,0,0.09479089
10237,10238,0,0,0.05472467
1713,1714,1,1,0.5964813
64888,64889,0,0,0.05024522
32647,32648,0,0,0.07825104
98832,98833,0,0,0.05648141
70245,70246,0,0,0.05479495
8336,8337,0,0,0.13254358
6967,6968,0,0,0.18253161
39166,39167,0,0,0.09322947
58510,58511,0,0,0.08894739
83941,83942,0,0,0.09874012
105106,105107,0,0,0.1102397
35340,35341,0,0,0.27067262
34568,34569,0,0,0.05419312
108637,108638,0,0,0.081547305
78479,78480,0,0,0.06782051
84142,84143,0,0,0.064002104
129369,129370,0,0,0.07495852
118083,118084,0,0,0.098152615
121465,121466,0,0,0.0585938
122828,122829,0,0,0.05674623
117030,117031,0,0,0.1520417
132209,132210,0,0,0.073469415
49953,49954,0,0,0.079461664
78878,78879,0,0,0.06331727
106054,106055,0,0,0.075454205
15725,15726,0,0,0.06676323
52119,52120,0,0,0.084214725
9369,9370,0,0,0.06413582
76092,76093,0,0,0.17375031
40469,40470,0,0,0.06285425
74324,74325,0,0,0.23500834
909,910,0,0,0.06503456
120555,120556,0,0,0.1367819
138118,138119,0,0,0.20192307
39295,39296,0,0,0.07587605
122849,122850,0,0,0.05894209
75248,75249,0,0,0.2174834
24645,24646,1,0,0.10190242
61270,61271,0,0,0.10685245
141874,141875,0,0,0.07257102
75125,75126,0,0,0.1356362
138649,138650,0,0,0.11468301
102938,102939,1,0,0.108953014
12494,12495,0,0,0.049807817
136502,136503,1,0,0.47109416
57589,57590,0,0,0.06641114
59248,59249,0,0,0.06884321
8992,8993,0,0,0.1509376
52217,52218,0,0,0.09629417
47301,47302,0,0,0.1339221
10347,10348,0,0,0.05612887
138065,138066,0,0,0.09375975
89115,89116,0,0,0.123250596
137058,137059,0,0,0.06641367
30657,30658,1,0,0.2176259
71228,71229,0,0,0.056924473
26119,26120,0,0,0.06634985
132449,132450,0,0,0.06867795
82859,82860,0,0,0.11747437
54261,54262,0,0,0.14008039
41074,41075,0,0,0.064020015
8718,8719,0,0,0.049533736
61633,61634,1,1,0.5680673
111846,111847,0,0,0.048915513
109820,109821,0,0,0.2743731
107138,107139,0,0,0.08418788
44663,44664,1,0,0.099674866
85210,85211,0,0,0.08713114
126345,126346,0,0,0.049326856
80182,80183,0,0,0.08751347
83115,83116,0,0,0.098194756
107427,107428,0,0,0.10266913
3807,3808,0,0,0.07045859
138415,138416,0,0,0.09637098
31463,31464,0,0,0.124460235
3813,3814,0,0,0.050581038
76016,76017,0,0,0.24864514
5509,5510,0,0,0.3420455
93882,93883,0,0,0.0729449
38345,38346,0,0,0.15958744
135036,135037,0,0,0.07643124
120022,120023,0,0,0.06193706
94334,94335,0,0,0.09529003
49605,49606,0,0,0.07106454
85542,85543,0,0,0.05394377
69896,69897,0,0,0.06780489
1437,1438,0,0,0.060233578
110799,110800,0,0,0.06495901
113372,113373,1,0,0.33943996
16458,16459,0,0,0.055241924
1084,1085,1,0,0.06516783
97572,97573,0,0,0.10568232
37783,37784,0,0,0.21779329
70940,70941,0,0,0.048505235
87787,87788,0,0,0.17958172
25795,25796,0,0,0.08268686
31301,31302,0,0,0.062539026
5525,5526,0,0,0.20979455
126064,126065,0,0,0.057484377
45662,45663,0,0,0.051435333
110739,110740,0,0,0.05637661
71789,71790,0,0,0.1628965
85818,85819,0,0,0.09122801
106864,106865,0,0,0.069337875
121832,121833,0,0,0.07743104
145723,145724,0,0,0.06252188
495,496,0,0,0.1302904
36012,36013,0,0,0.07568469
19732,19733,0,0,0.07528413
47600,47601,0,0,0.051621757
4643,4644,0,0,0.049351428
112343,112344,0,0,0.06379737
108770,108771,0,0,0.06916551
46556,46557,0,0,0.04855191
80114,80115,0,0,0.052492127
1615,1616,0,0,0.10481765
34679,34680,0,0,0.06340118
38656,38657,0,0,0.122851804
71390,71391,0,0,0.0480317
33264,33265,0,0,0.057812523
143051,143052,0,0,0.072579905
136834,136835,0,0,0.056978535
127064,127065,0,0,0.07157784
129550,129551,0,0,0.083338626
74784,74785,0,0,0.07042723
14692,14693,0,0,0.104146816
144847,144848,0,0,0.060898278
4055,4056,0,0,0.0486841
62598,62599,0,0,0.05711235
109937,109938,0,0,0.07290055
110169,110170,0,0,0.07873264
94393,94394,0,0,0.053868487
56059,56060,0,0,0.0792085
136415,136416,0,0,0.056464907
97305,97306,0,0,0.07237149
110219,110220,0,0,0.05384951
15858,15859,0,0,0.07066999
70758,70759,0,0,0.056620073
1369,1370,0,0,0.06215048
110285,110286,0,0,0.12794909
103874,103875,0,0,0.057739068
4465,4466,0,0,0.05849078
77361,77362,0,0,0.07124954
79143,79144,0,0,0.04897146
941,942,0,0,0.0795817
110691,110692,0,0,0.059396993
94966,94967,0,0,0.10167781
17883,17884,0,0,0.06349932
77509,77510,0,0,0.1652896
123030,123031,0,0,0.056647994
130111,130112,0,0,0.057054337
9957,9958,0,0,0.05421089
129115,129116,0,0,0.054496557
7400,7401,0,0,0.065403305
58539,58540,1,1,0.66732347
147817,147818,0,0,0.06791503
137155,137156,0,0,0.27007356
15757,15758,0,0,0.0635882
41039,41040,0,0,0.113912255
104494,104495,0,0,0.1303487
20800,20801,0,0,0.16724806
137930,137931,0,0,0.088928655
118934,118935,1,0,0.13042475
143998,143999,0,0,0.054982007
110446,110447,0,0,0.054901082
9564,9565,0,0,0.06037288
6377,6378,0,0,0.059594035
75129,75130,0,0,0.10082887
111517,111518,0,0,0.064339645
139160,139161,0,0,0.06806001
26091,26092,0,0,0.064864546
71642,71643,0,0,0.06966211
115303,115304,0,0,0.07440101
88291,88292,1,0,0.14319289
50871,50872,1,0,0.12937951
36368,36369,0,0,0.048276246
33240,33241,0,0,0.057996813
124595,124596,0,0,0.051028214
67841,67842,0,0,0.057457812
99879,99880,0,0,0.070970304
31849,31850,1,0,0.3030661
102726,102727,0,0,0.07036452
15715,15716,0,0,0.054230064
108516,108517,0,0,0.052540697
46439,46440,0,0,0.051086344
55004,55005,0,0,0.09438993
75870,75871,1,0,0.063674755
114456,114457,0,0,0.054033693
5213,5214,0,0,0.06535181
803,804,0,0,0.070016555
108148,108149,0,0,0.07223008
84429,84430,0,0,0.05982458
143092,143093,0,0,0.09261596
109953,109954,0,0,0.05170038
15236,15237,0,0,0.19542871
124764,124765,0,0,0.058642875
67872,67873,0,0,0.06658077
28151,28152,0,0,0.06188769
85021,85022,0,0,0.05150326
102397,102398,0,0,0.07037071
68692,68693,0,0,0.068729475
37948,37949,0,0,0.048566837
65947,65948,0,0,0.072039686
120744,120745,0,0,0.082694374
88441,88442,0,0,0.05126945
9747,9748,0,0,0.28185838
56255,56256,0,0,0.10694146
20153,20154,0,0,0.061750725
78941,78942,0,0,0.06970899
106063,106064,0,0,0.08581656
104120,104121,0,0,0.1899056
113166,113167,0,0,0.048609786
114828,114829,0,0,0.05429482
74026,74027,0,0,0.063296504
140700,140701,0,0,0.056809887
52892,52893,0,0,0.053337548
28805,28806,0,0,0.2473231
70315,70316,0,0,0.051043514
40342,40343,0,0,0.054480933
90164,90165,0,0,0.05422301
97698,97699,0,0,0.10907708
91206,91207,0,0,0.08161141
107978,107979,0,0,0.05374549
14808,14809,0,0,0.39489305
63199,63200,0,0,0.059936944
6596,6597,0,0,0.05598501
23317,23318,0,0,0.3084403
54105,54106,0,0,0.061903577
81983,81984,0,0,0.1147302
77483,77484,0,0,0.06091411
26440,26441,0,0,0.083536424
148320,148321,0,0,0.05158257
48086,48087,0,0,0.07537264
122952,122953,0,0,0.058698438
87273,87274,0,0,0.12226188
99036,99037,0,0,0.08128621
36585,36586,0,0,0.058185726
9995,9996,0,0,0.10516169
28408,28409,0,0,0.10038048
77740,77741,0,0,0.051955614
18662,18663,0,0,0.09306865
115536,115537,1,0,0.08205299
60992,60993,0,0,0.079499066
65234,65235,0,0,0.08382412
45622,45623,0,0,0.08342383
47879,47880,0,0,0.08483366
32991,32992,0,0,0.098802365
61913,61914,0,0,0.09988564
111482,111483,0,0,0.1111539
38659,38660,0,0,0.12384316
39116,39117,0,0,0.07027242
106942,106943,0,0,0.13291727
19229,19230,1,1,0.5740272
24551,24552,0,0,0.067570396
146452,146453,1,0,0.45033684
132212,132213,0,0,0.06275104
118897,118898,0,0,0.049189776
135649,135650,0,0,0.05939382
142548,142549,0,0,0.065123044
49572,49573,0,0,0.06557937
91776,91777,0,0,0.04979278
87555,87556,0,0,0.10526127
73925,73926,0,0,0.058637135
20863,20864,0,0,0.056451593
5577,5578,0,0,0.12212805
21445,21446,0,0,0.10613552
129169,129170,0,0,0.3181709
68315,68316,0,0,0.06872839
133779,133780,0,0,0.086267926
56145,56146,0,0,0.0825215
135945,135946,0,0,0.05537105
56860,56861,0,0,0.06700762
45976,45977,0,0,0.049533736
59578,59579,0,0,0.048560888
78173,78174,0,0,0.06555462
91205,91206,0,0,0.1314376
20202,20203,0,0,0.13619635
140418,140419,0,0,0.09855583
128065,128066,0,0,0.05140948
124561,124562,0,0,0.052949972
121940,121941,0,0,0.12420937
34602,34603,0,0,0.07888676
133007,133008,0,0,0.060300965
86824,86825,0,0,0.12333739
148812,148813,0,0,0.122222
8232,8233,0,0,0.089056216
148986,148987,0,0,0.13410152
141043,141044,0,0,0.07691548
56738,56739,0,0,0.06764003
120492,120493,0,0,0.050358728
63406,63407,0,0,0.08992735
36127,36128,0,0,0.164458
126330,126331,0,0,0.051758513
46659,46660,0,0,0.06622901
23939,23940,0,0,0.058616858
105986,105987,0,0,0.0844537
48351,48352,0,0,0.052743673
94711,94712,0,0,0.04885833
50858,50859,0,0,0.15600002
85539,85540,0,0,0.12418539
107760,107761,0,0,0.0492889
139275,139276,0,0,0.1178979
15486,15487,0,0,0.074531354
10213,10214,0,0,0.122660264
105645,105646,0,0,0.06856314
26327,26328,0,0,0.048701018
44871,44872,0,0,0.14808972
16228,16229,0,0,0.06373876
29380,29381,0,0,0.068406604
50978,50979,0,0,0.06251999
75294,75295,0,0,0.12276182
72209,72210,0,0,0.07818879
60947,60948,0,0,0.09613846
122494,122495,0,0,0.06134701
134981,134982,0,0,0.062163055
53689,53690,0,0,0.04880033
53813,53814,0,0,0.06972298
91495,91496,0,0,0.07856138
81058,81059,1,1,0.5716189
20605,20606,1,0,0.12234458
113385,113386,0,0,0.10583311
18429,18430,0,0,0.1386827
61308,61309,0,0,0.055581547
71229,71230,0,0,0.15545636
67015,67016,0,0,0.05015167
60802,60803,0,0,0.053606026
63493,63494,0,0,0.07766579
98777,98778,0,0,0.19195119
16944,16945,0,0,0.05469419
74715,74716,0,0,0.20918512
43706,43707,0,0,0.073281094
29767,29768,0,0,0.056285117
123141,123142,0,0,0.1129552
3276,3277,0,0,0.11221344
64081,64082,1,0,0.41300157
141896,141897,0,0,0.106081605
46234,46235,0,0,0.04913599
81367,81368,0,0,0.35574913
115117,115118,0,0,0.20308287
56854,56855,0,0,0.06968741
39922,39923,0,0,0.0486841
35161,35162,0,0,0.08253269
93218,93219,0,0,0.080506
20199,20200,0,0,0.09664089
104469,104470,0,0,0.06618913
4243,4244,0,0,0.09048218
69549,69550,0,0,0.066174164
123712,123713,0,0,0.06175717
41678,41679,0,0,0.05558664
55334,55335,0,0,0.12678994
59088,59089,0,0,0.16373827
110216,110217,0,0,0.07042069
134402,134403,0,0,0.10539021
145329,145330,0,0,0.055370964
110756,110757,0,0,0.05872585
12815,12816,0,0,0.060423173
144949,144950,0,0,0.049380828
40675,40676,0,0,0.114803866
54307,54308,0,0,0.0635188
80690,80691,0,0,0.05791934
63771,63772,0,0,0.39614475
7370,7371,0,0,0.058772203
148038,148039,0,0,0.07110854
120107,120108,0,0,0.085542925
34108,34109,0,0,0.05631946
35977,35978,0,0,0.08044755
33166,33167,0,0,0.09940727
55725,55726,0,0,0.15159021
118586,118587,0,0,0.061766252
57362,57363,0,0,0.07105475
56869,56870,0,0,0.076303735
87241,87242,0,0,0.076631
2698,2699,0,0,0.07128724
129496,129497,0,0,0.13029678
49974,49975,0,0,0.060646735
114387,114388,0,0,0.40958175
23578,23579,0,0,0.058988843
98907,98908,1,0,0.07408697
129212,129213,0,0,0.10230273
66940,66941,0,0,0.056741163
18938,18939,0,0,0.083141334
128800,128801,0,0,0.04884124
147414,147415,0,0,0.049315926
6216,6217,0,0,0.060589727
129353,129354,0,0,0.09386475
101369,101370,0,0,0.062272537
83430,83431,0,0,0.051147632
80631,80632,0,0,0.07227815
107661,107662,0,0,0.06556917
130447,130448,1,0,0.10202251
70853,70854,0,0,0.057966836
123351,123352,1,0,0.09542702
97394,97395,0,0,0.08054298
61498,61499,0,0,0.07555226
67409,67410,0,0,0.061019946
15136,15137,0,0,0.051431246
135874,135875,0,0,0.09808423
66351,66352,0,0,0.069776475
59348,59349,0,0,0.056304056
101647,101648,1,0,0.32367992
120465,120466,0,0,0.07585235
75300,75301,0,0,0.057956636
36803,36804,0,0,0.058124393
84030,84031,0,0,0.058405682
47956,47957,0,0,0.12586114
3415,3416,0,0,0.06188043
8700,8701,0,0,0.060519535
72395,72396,0,0,0.070009306
96131,96132,0,0,0.0640905
148511,148512,0,0,0.15224983
68235,68236,0,0,0.084073655
9818,9819,0,0,0.07441392
146019,146020,0,0,0.1921162
6095,6096,0,0,0.06268251
136551,136552,0,0,0.13655187
26421,26422,0,0,0.12581436
79335,79336,0,0,0.071798466
99084,99085,0,0,0.048881672
104974,104975,0,0,0.077861376
14490,14491,0,0,0.08920665
33700,33701,0,0,0.064188704
11770,11771,0,0,0.25288936
65969,65970,0,0,0.05725192
36937,36938,0,0,0.053590983
75859,75860,0,0,0.09465882
22643,22644,0,0,0.060825408
10848,10849,0,0,0.08919365
48164,48165,0,0,0.07114851
131698,131699,0,0,0.052453402
44240,44241,0,0,0.054068156
24837,24838,0,0,0.07138614
143134,143135,0,0,0.05916056
110077,110078,0,0,0.0600774
593,594,0,0,0.06703362
21168,21169,0,0,0.049224343
43956,43957,0,0,0.063784465
106812,106813,0,0,0.22653805
36757,36758,0,0,0.070968814
132851,132852,0,0,0.20851797
144345,144346,0,0,0.07439976
43477,43478,0,0,0.050146285
99732,99733,0,0,0.15299514
39390,39391,0,0,0.17388709
112318,112319,0,0,0.054596778
123790,123791,0,0,0.12746397
101263,101264,0,0,0.055856906
58237,58238,0,0,0.08937967
134457,134458,0,0,0.057320792
102017,102018,0,0,0.06343596
29025,29026,0,0,0.09938392
71209,71210,0,0,0.16680568
41254,41255,0,0,0.06788389
60620,60621,0,0,0.080612555
93762,93763,0,0,0.059002187
128132,128133,0,0,0.054716434
21530,21531,0,0,0.05988627
114244,114245,0,0,0.061256878
20891,20892,0,0,0.056824073
44091,44092,1,0,0.27581614
58336,58337,0,0,0.048520036
95405,95406,0,0,0.054091245
86611,86612,0,0,0.054657396
133239,133240,0,0,0.05823712
82220,82221,0,0,0.072394185
87371,87372,0,0,0.05681522
94320,94321,0,0,0.193791
122353,122354,0,0,0.20178697
40619,40620,0,0,0.07598294
24013,24014,0,0,0.05488542
101020,101021,0,0,0.09538593
149526,149527,0,0,0.05404086
50034,50035,0,0,0.24232066
2299,2300,0,0,0.12587088
4532,4533,0,0,0.08015176
133828,133829,0,0,0.10050401
17951,17952,0,0,0.06305236
62879,62880,1,1,0.51236475
113820,113821,0,0,0.06900435
9372,9373,0,0,0.056889687
106619,106620,0,0,0.04838256
144026,144027,0,0,0.055147525
73528,73529,0,0,0.06874547
143478,143479,0,0,0.06328644
10429,10430,0,1,0.51190436
23253,23254,0,0,0.058009557
142497,142498,1,0,0.4624492
6989,6990,0,0,0.05102287
124686,124687,0,0,0.09530608
49258,49259,1,0,0.24224903
6595,6596,0,0,0.06280502
80088,80089,0,0,0.0867707
110999,111000,0,0,0.083953
92244,92245,0,0,0.25586587
26533,26534,1,0,0.4105922
115741,115742,0,0,0.09330421
25042,25043,0,0,0.06831134
59749,59750,0,0,0.06870019
17995,17996,0,0,0.08099099
45683,45684,0,0,0.06620599
144380,144381,0,0,0.054664947
19813,19814,0,0,0.13912837
93943,93944,0,0,0.2220703
52001,52002,0,0,0.22982533
106816,106817,0,0,0.18803985
53563,53564,0,0,0.064130284
84054,84055,0,0,0.07181979
98883,98884,0,0,0.1796316
94053,94054,1,0,0.2523665
124250,124251,0,0,0.06321147
103409,103410,0,0,0.06258623
51678,51679,0,0,0.065394446
23004,23005,0,0,0.051406745
30804,30805,0,0,0.084145926
27126,27127,0,0,0.053938635
35675,35676,0,0,0.09498179
73520,73521,0,0,0.15612862
75560,75561,1,0,0.10727667
94811,94812,0,0,0.092377186
46669,46670,0,0,0.08097171
109331,109332,0,0,0.17363234
2242,2243,0,0,0.052393094
94229,94230,0,0,0.1398748
80879,80880,0,0,0.07824808
58403,58404,0,0,0.055827826
55309,55310,0,0,0.063100666
113472,113473,0,0,0.063420594
18107,18108,0,0,0.46254566
42693,42694,0,0,0.06626561
354,355,1,1,0.6117364
3728,3729,0,0,0.05609988
118182,118183,0,0,0.06804336
34042,34043,0,0,0.05492105
146272,146273,0,0,0.14382839
49649,49650,0,0,0.11386592
90638,90639,0,0,0.06963946
68848,68849,0,0,0.07921536
131277,131278,1,0,0.25247538
147600,147601,0,0,0.265037
46508,46509,0,0,0.10985152
136183,136184,0,0,0.059210077
71317,71318,0,0,0.1324407
43995,43996,0,0,0.05410453
51274,51275,0,0,0.054450717
65176,65177,0,0,0.080102466
96195,96196,0,0,0.06577166
46476,46477,0,0,0.1420899
27062,27063,0,0,0.19469476
93454,93455,0,0,0.05915178
148830,148831,0,0,0.056303155
13772,13773,0,0,0.06283525
91162,91163,1,0,0.28047866
105324,105325,0,0,0.07638918
38085,38086,0,0,0.11974909
70613,70614,0,0,0.14843173
5369,5370,0,0,0.2896326
22508,22509,0,0,0.0937947
100651,100652,0,0,0.07564892
57621,57622,0,0,0.05720861
85664,85665,0,0,0.120993845
42225,42226,0,0,0.06909413
53161,53162,1,0,0.13663669
141654,141655,0,0,0.0551493
43234,43235,0,0,0.0675666
38574,38575,0,0,0.060685955
59685,59686,0,0,0.056649867
5052,5053,0,0,0.15205398
146657,146658,0,0,0.06890545
16918,16919,0,0,0.3669507
80911,80912,0,0,0.15794592
20598,20599,0,0,0.054784678
84882,84883,0,0,0.04985497
115708,115709,0,0,0.10475264
92367,92368,0,0,0.06391195
62618,62619,0,0,0.079006515
135968,135969,0,0,0.08541056
58638,58639,0,0,0.054494098
56980,56981,0,0,0.08436402
52284,52285,0,0,0.07166213
81264,81265,0,0,0.055271484
18907,18908,0,0,0.06572358
28616,28617,0,0,0.06250771
626,627,0,0,0.15518735
27992,27993,0,0,0.05993655
126869,126870,0,0,0.11549132
145270,145271,0,0,0.057386532
116166,116167,0,0,0.073599406
91365,91366,0,0,0.0813103
147240,147241,0,0,0.09066191
123205,123206,0,0,0.086500555
100182,100183,0,0,0.06931272
115910,115911,0,0,0.20357963
50321,50322,0,0,0.094544604
124001,124002,0,0,0.113428235
265,266,0,0,0.12520841
64321,64322,0,0,0.075098
112124,112125,0,0,0.059450816
124455,124456,0,0,0.06441103
146608,146609,0,0,0.05634334
7071,7072,0,0,0.09440988
8381,8382,0,0,0.0978579
61867,61868,0,0,0.06023908
10461,10462,0,0,0.06331692
16874,16875,0,0,0.090280205
22498,22499,0,0,0.04937398
103311,103312,0,0,0.06843344
6003,6004,0,0,0.16638431
136370,136371,0,0,0.054248028
128236,128237,1,0,0.27042428
77878,77879,0,0,0.06007386
9742,9743,0,0,0.06133788
42554,42555,0,0,0.053623594
120723,120724,0,0,0.073665045
92361,92362,0,0,0.049872875
661,662,0,0,0.056132987
101630,101631,0,0,0.09027778
12398,12399,0,0,0.13228723
44938,44939,0,0,0.0781499
77184,77185,0,0,0.051963847
124056,124057,0,0,0.07152093
78740,78741,0,0,0.07206259
11516,11517,0,0,0.06719454
131921,131922,0,0,0.072905414
120190,120191,0,0,0.05205215
31858,31859,0,0,0.059525125
40730,40731,0,0,0.06375886
125647,125648,0,0,0.44361055
84888,84889,0,0,0.097564556
61939,61940,0,0,0.12788598
53764,53765,0,0,0.108054735
77212,77213,0,0,0.076236896
46980,46981,0,0,0.05476636
124252,124253,0,0,0.11124356
57560,57561,0,0,0.1414159
70370,70371,0,0,0.18614945
62023,62024,0,0,0.07246917
21731,21732,0,0,0.086376846
64188,64189,0,0,0.059479803
36855,36856,0,0,0.04902207
59902,59903,0,0,0.10345912
61401,61402,0,0,0.054122638
129085,129086,0,0,0.06156559
118086,118087,0,0,0.10821275
133755,133756,0,0,0.10287406
54807,54808,0,0,0.2023999
18834,18835,0,0,0.05438577
112641,112642,0,0,0.06460901
100533,100534,1,0,0.24145861
37710,37711,0,0,0.05245418
40411,40412,1,0,0.32323498
12201,12202,0,0,0.05280842
141905,141906,0,0,0.105612464
74769,74770,0,0,0.43401092
18764,18765,0,0,0.110394165
95679,95680,0,0,0.051896907
140166,140167,0,0,0.062753536
68378,68379,0,0,0.14607619
4824,4825,0,0,0.09922
144443,144444,0,0,0.13337168
65816,65817,0,0,0.05121744
86273,86274,1,0,0.35213825
67426,67427,0,0,0.053523403
145370,145371,0,0,0.05442816
9305,9306,0,0,0.07800691
102527,102528,0,0,0.07130349
63618,63619,0,0,0.07445748
14,15,0,0,0.0486876
95312,95313,0,0,0.06395166
81966,81967,0,0,0.07686995
19467,19468,0,0,0.08801371
90258,90259,0,0,0.10263381
90913,90914,0,0,0.07699973
119843,119844,0,0,0.250803
148981,148982,1,0,0.38874108
64406,64407,0,0,0.054587092
105626,105627,0,0,0.06747916
40036,40037,0,0,0.05343711
23159,23160,0,0,0.09531027
113190,113191,0,0,0.07108334
143621,143622,0,0,0.22537775
8517,8518,0,0,0.13714716
77373,77374,0,0,0.048794962
91337,91338,0,0,0.115013525
97059,97060,1,0,0.29230225
109987,109988,0,0,0.20667122
69686,69687,1,0,0.1083543
17043,17044,0,0,0.15416227
67693,67694,0,0,0.05104117
45947,45948,0,0,0.07942824
8859,8860,0,0,0.0705763
24687,24688,1,0,0.2842631
109775,109776,0,0,0.06361462
15057,15058,0,0,0.0511955
97051,97052,0,0,0.05319528
145650,145651,0,0,0.060924623
31913,31914,0,0,0.055436984
111796,111797,0,0,0.086269714
57994,57995,0,0,0.05714638
101718,101719,0,0,0.05324195
98262,98263,0,0,0.05860919
69400,69401,0,0,0.06847447
48564,48565,0,0,0.058817748
137166,137167,1,0,0.08373406
85246,85247,0,0,0.1767098
110668,110669,0,0,0.0848918
51811,51812,0,0,0.051824152
86030,86031,0,0,0.058238104
19383,19384,0,0,0.06571376
107558,107559,0,0,0.08233922
139747,139748,0,0,0.06383105
